"Tektronix MDO34, version v1.4.26, serial number C017180"
"Bus Definition: SPI"
 Time, MOSI, MISO
2.928925e-03, 03 75 DC 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 7D 9B 82 33 20 AD B2 8B 03 5F 53 C4 A2 75 F8 CB 8B 1D C6 58 58 A4 96 48 F1 98 3B C8 4B 98 48 74 AA C1 BF 6B 9A 64 6C 4C 95 4D 4C AD 84 4D 7D 72 EC C3 5F 16 81 F9 18 63 33 C8 D8 35 B6 5C 98 4E  
2.950826e-03, 03 75 DC C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF DE 61 AC 59 70 86 62 05 72 B1 2F 53 C6 AE 94 64 3A 88 BF E8 DC 61 8C 23 B6 6A 89 B4 13 A6 D3 43 CF 2A 96 31 E3 4C 1F F0 92 8B 7D 9B B8 AF F5 93 13 F1 97 03 60 3E C6 18 E4 2B 52 4B 52 61 BE 1D  
2.972726e-03, 03 75 DD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 04 BB F2 24 1B 4B F1 77 53 AB 26 19 C1 1A 65 53 6D 1B A7 4A 44 1F F1 F7 09 1E C6 6A 31 EF 96 48 A6 63 EC 20 6B CB 36 13 B1 7A 7B 98 DF A6 E0 6C 05 BB AA 6A 02 3F 4E 21 BB 95 F8 CB 09 D4 C3 B8  
2.994627e-03, 03 75 DD 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 5A 40 B6 B2 32 C6 C2 FC E7 DD 0D C5 56 CD 71 D6 67 D7 A6 A6 0F D4 C7 5D DF 6E E2 2F 2D 78 18 D3 90 31 5B 22 EA E2 2D 77 A6 2D 31 11 29 EB EE EE A6 F6 69 92 8F D3 94 4D A3 F8 7B 10 FA 18 EF 97  
3.016527e-03, 03 75 DD 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 2B 08 25 81 86 E9 73 90 6E BA B2 09 37 96 86 EE 4D ED DB 14 23 06 6B 95 5F 16 D8 C7 8C 95 4B C5 89 B4 E0 61 CF 41 CE 6C 91 2F 14 A6 47 EE 48 95 6A D5 1C 67 0A 76 5D 6A F7 F9 38 4D C6 15 63 F1  
3.038429e-03, 03 75 DD C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 32 49 E0 1E 3F F3 E3 2A 4B BE 4C 98 74 BB B3 64 49 C6 C6 96 5D 9B DA A7 C0 3E EE 9F 6B 2D FE B2 09 DC C3 18 76 20 D3 AA 91 E9 D2 05 77 D2 96 28 87 B1 34 6C 99 9A 5A 35 3E 4E 53 36 E1 5D FC 7D  
3.060330e-03, 03 75 DE 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF 92 13 23 1A 39 AB 25 D2 54 98 4F 07 FD 51 57 96 8E B3 C4 A2 55 55 5B 6B 3E FE 18 AC 30 FE B2 C0 3B 61 0C 6A 91 49 22 2D 63 E8 1F 53 95 33 D5 C5 F5 67 7F D4 D0 34 C9 94 14 EC DA D4 F2 E0 71 9A  
3.082547e-03, 03 75 DE 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF 8C F0 31 FE 12 B8 87 F1 65 81 9C D1 26 91 E9 D2 B2 3F 6A 96 6A CE C6 BA B6 B6 A9 A3 26 FB B8 3F 38 EB 33 FE 66 09 DC C3 E9 72 90 BA 5A E5 48 83 FD C8 DD C5 76 69 0E 63 3D D6 2A A7 FC 7D 3E 4E  
3.104764e-03, 03 75 DE 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 63 19 69 29 24 D2 12 07 E6 C7 90 B7 9C 61 30 5F F4 F8 63 AE 6F EC 23 9D CB D4 54 34 FB F8 A4 60 D8 F8 CB 02 71 0D E3 BC 07 72 C6 25 A2 5C FA C5 F8 73 5A D9 9A 73 A4 EB 56 D9 D4 AC 1D F7 57 AE  
3.126665e-03, 03 75 DE C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF BD F1 97 05 F5 8B 65 A4 11 25 91 17 F2 F7 8F 41 2B 29 10 E5 EB 36 FE 96 B5 4B 73 18 27 7F 6C 1D C7 DF 57 1B 6C 18 E7 35 8F 2F 2D 89 89 83 F1 DD DD A5 59 65 47 62 7D C6 D9 D3 94 34 71 CA B1 56  
3.148566e-03, 03 75 DF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 1D 7F 59 D0 9F 38 42 5A 52 12 79 51 6E E9 3F EA 2B DB 30 97 69 2C EE 92 3B 6B 67 5F 49 C1 96 A9 FC 45 F6 F1 86 31 5E 79 FF 53 12 C8 73 E9 F9 C7 92 2B 27 1F B1 67 25 EE A2 76 69 CE FB 2B 57 A9  
3.170466e-03, 03 75 DF 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF F8 EB B6 8D C5 11 D2 F6 93 C8 0C FB F9 FB C7 19 72 A5 88 83 C4 9A C4 DF 34 B5 66 8E 93 3B F6 F6 FC E5 81 8D 8C D2 5B 7E A5 24 91 14 FD D2 7B DC 4A D9 63 2E BA 74 F8 6B B6 D4 CE BE A7 1C 5B A6  
3.192367e-03, 03 75 DF 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF F2 97 05 1D FB C5 30 09 33 4F 49 22 E6 C2 73 8F 97 66 CA 19 AF 2E 0C 77 9E 76 69 CE 93 72 95 CA F9 EB EA E3 06 E3 CC 0A A5 24 F2 A2 5C FE FE F1 97 5C D9 A2 E1 2B AD 70 CB D3 2E CD EE 8E BB 63  
3.214268e-03, 03 75 DF C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 23 EE 90 BF 24 B6 61 04 7A 0C 45 94 40 94 8B EF 98 4B AE 94 14 63 9D 35 F2 34 75 CE 71 8A 94 AB F2 97 07 B5 FB C5 92 29 B1 8D 4B 62 B9 F0 0B EF 0E 99 32 CF B1 AF AE 60 4F 53 CA 9C 77 BF 4A 65  
3.236169e-03, 03 75 E0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 7F 59 60 1B 31 F4 58 23 92 98 59 7A 5E FF 38 5B A6 7C 49 2E AB 1B D8 43 EA 55 CC E1 29 52 AE 64 92 BF CE C6 D7 2F C6 2C FC 23 49 02 12 9E E1 7A 21 53 BE 24 F1 D5 07 EC EC 69 CB 4C 71 C7 57 A9  
3.258070e-03, 03 75 E0 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 24 7F 59 D0 9E 18 46 DC 5B 92 79 49 0B C7 F6 18 AA 8C 44 12 74 CB EB 29 57 D2 99 AE CA B1 E5 69 FC 45 B6 71 BF D8 66 97 6C 25 49 6C 35 17 8E 7F BB 30 AA F4 BA B0 6E 97 2A 4F 53 52 B6 F1 48 B9  
3.280296e-03, 03 75 E0 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 65 F2 97 05 62 FB C5 98 8F 7E 24 49 B8 E5 E2 F5 E5 7A CA 95 26 1D F5 D5 55 AA 88 A3 75 36 4E F9 19 71 9C FC A8 59 7A B1 EB 31 5F 92 99 4B 26 9E F2 D6 63 4A 57 52 F1 95 94 EB ED 69 97 04 1D 8F  
3.302198e-03, 03 75 E0 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF C5 D7 7D F2 6C 49 E0 FA B9 7C DE E3 4E 99 32 66 2A C6 16 DA 6D 4B 53 4A B5 71 F7 6B 79 A2 FC 6D 06 F9 E2 18 7C 24 47 28 85 63 DC 8F 55 42 20 89 A5 91 F5 14 15 E9 8C 6D 56 A9 7C 7A 66 E3 94 2B  
3.324098e-03, 03 75 E1 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF E7 56 CA 5F 25 91 EE 17 D2 73 8F E5 DC 92 BB E6 BE 0E 6C A6 4F 5B 26 1D 1B 77 7C 2D 21 7F 59 60 BF 48 42 DE 7C 21 89 34 28 97 AE 7B 21 A4 19 DB C7 95 1D F8 76 25 15 5F E5 57 A9 9A F9 DB CE 38  
3.345999e-03, 03 75 E1 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 7A 31 DB 56 C1 11 8A 59 0C EB A3 0E D8 46 B1 70 00 26 24 4D D9 68 C9 03 CD C0 CA BC 8A 8A 54 6C 94 EB 6D 69 59 60 1B 8F 42 5E 2B 7F 49 6C 9F 48 1C FF 68 23 21 99 51 2C D2 07 00 3A 30 B0 64 A6  
3.368217e-03, 03 75 E1 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 53 0E DA C5 6B 79 DA 12 6F B3 71 F7 8B 69 8B E5 B7 92 C0 B5 C4 C2 71 8F 0E 00 70 1E 61 32 73 F3 6B 43 90 94 E9 A6 63 03 A4 6A DA 12 05 8D BB 5F B8 CD F2 97 C8 4B F2 C5 BA C7 98 8E 9D 2C 72 F9  
3.390118e-03, 03 75 E1 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 25 1C 55 45 53 CA DC 60 A4 5C 6F 4B DF B7 8B 53 91 91 67 CB 1C 81 ED 17 C7 3B EE 11 07 AA 01 69 4E 19 47 10 B9 1F 96 0D 6C 7E D9 2D AE BA 98 96 37 CE 94 24 95 9A 19 AA 3A 38 69 74 29 57 0C A5  
3.412018e-03, 03 75 E2 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 5F 16 D8 95 44 C2 6D 9B 8E C8 CB DA 03 B6 C4 56 00 50 45 54 AB 85 99 2A EC 7E F8 A3 DE FC 32 B3 DB C5 F4 73 61 2B 47 60 60 A2 A8 7A 5E 6A 58 00 0B 66 CE 68 3E DD 16 65 0B EC CA A8 63 16 CE 27  
3.433918e-03, 03 75 E2 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 02 29 6B 17 04 D2 23 29 00 CA A2 AA 99 CF D3 05 BE 59 86 82 57 4C 65 9A F9 65 66 D9 11 31 E2 C8 DE 11 F8 7E 69 01 80 95 79 27 E7 89 C2 A1 18 46 95 DA 9E E5 AD 49 AA 93 2F 0F B2 CC C5 4F 76 CE  
3.455820e-03, 03 75 E2 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 26 47 A4 DB 26 A6 BB E7 20 A1 4A 25 56 DD 39 CD 7D 9F 6E 23 CE AF DB 95 A5 8B 67 A6 30 34 A9 D4 28 94 0C 85 02 76 3D DC B5 E8 9F DA D8 F9 A5 41 F4 62 10 E2 84 D2 56 CB 12 43 19 9A 6B 33 26 D2  
3.477720e-03, 03 75 E2 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 20 FA BA 5D 95 1C 3C C9 9A BE 1B 8C 75 92 5D EE 5A 64 8F F8 7D 65 C1 16 B2 CB 5D 53 23 16 21 8E 00 48 4A D9 78 99 93 0E 09 B2 79 2D 44 B2 CB 2E 52 57 DB 82 CF 93 03 00 78 57 22 39 5F A4 6A 2F  
3.499621e-03, 03 75 E3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 6E 9A 5D BE 57 B5 11 28 00 0D 00 70 03 00 F4 00 32 23 12 93 07 00 58 F0 04 47 22 18 22 55 A5 34 8D B3 CB 3D 48 EE AA BE 10 08 03 00 77 FD 6B 9A F7 7D 87 47 77 F9 E5 DE 6F B3 7A 9E 04 76 86 54  
3.521522e-03, 03 75 E3 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 61 9A 67 97 69 72 5D D7 BA CB 71 9C 96 EB 37 6C 4B E5 5B E5 20 55 AA 9A 9C E2 4B CD B5 6D AB 18 29 D7 34 CA A0 4A 55 29 27 C8 62 49 B3 2C D3 26 FF 32 B3 C9 FF FF FF FF FF FF FF FF FF FF FF FF  
3.543422e-03, 03 75 E3 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF FF FF FF FF FF FF FF FF 00 90 49 FF 18 86 64 87 59 D7 75 61 55 54 95 65 D3 44 51 14 49 92 34 4D 14 45 91 24 10 04 41 41 FF FF 0F 41 7B EF FF FF DE BD F7 DE 7B EF BD F7 E7 9C 73 CE 7B EF CD 39  
3.565324e-03, 03 75 E3 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 6B AD F4 DE 9C 73 D6 4A 70 CE 39 E7 FF FF FF 01 56 1D 5F FA 42 16 B0 85 60 4D 29 15 22 DB 04 E8 40 12 80 F3 79 09 8B 58 80 62 00 C0 F3 D2 C0 B3 17 30 05 80 7F 73 CA C3 A9 E2 02 DF 72 81 0B CE  
3.587224e-03, 03 75 E4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 38 82 73 2A 38 87 F3 16 6D 6B 81 17 C0 23 38 7F 81 F3 FF 5D 1F AF 17 70 40 4B FB E6 76 00 80 06 79 E7 9B 31 00 E0 D0 DE 37 7F 24 12 C4 49 E0 D8 11 B2 54 61 BA 24 00 80 2C B1 83 BE 97 36 D4 09  
3.609125e-03, 03 75 E4 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 37 A8 EC 9B 94 61 9C 40 09 FA E6 03 29 13 D0 99 17 01 00 16 82 1A D6 37 F9 02 14 27 5C 97 23 8D 6A 02 52 DF CE B7 7A 44 36 80 31 EA A1 B3 5F 5D 6B 19 09 00 57 00 33 01 01 C8 F2 93 E1 00 0B 78  
3.631026e-03, 03 75 E4 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 03 CE DF 3C 8C 6F AD 06 10 43 08 21 04 58 3F 80 0A 42 19 C0 73 93 8E 14 28 58 F7 80 C9 25 1D 44 5F A3 2D 4D 9B 8A 1A A6 95 B6 F5 FF 03 D5 11 86 B0 2C 2E FF 92 00 07 C2 A0 23 AC A7 15 9C DB 26  
3.653243e-03, 03 75 E4 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF CE F5 4E 60 77 01 07 08 C0 39 E0 3C 00 E7 82 5E E6 3D 0D 78 94 1A C8 FD 80 02 BF B9 F1 CD A3 F3 73 91 1E C8 F3 03 0B 7C 90 F1 CD 27 EA 4D 49 23 B9 D6 22 58 79 02 0B BD 81 6B BC 79 E1 CD 05 3D  
3.675470e-03, 03 75 E5 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 37 97 AA 60 40 A8 1E 98 5C 69 C3 7A 93 60 B4 DE 07 20 65 33 46 DC DA E6 CF 34 70 3E A9 26 E4 93 FF FF FF 13 E7 80 4C FA 77 77 77 77 EE 6E 77 77 EE EE EE EE EE EE EE EE 66 66 66 E6 66 66 66 66  
3.699896e-03, 03 75 E5 40 00 00 00 00 , FF FF FF FF DD 5D 66 66  
3.702330e-03, 03 75 E5 44 00 00 00 00 , FF FF FF FF DD DD DD DD  
3.704764e-03, 03 75 E5 48 00 00 00 00 , FF FF FF FF FF FF DD DD  
3.707198e-03, 03 75 E5 4C 00 00 00 00 , FF FF FF FF DB B6 FD FF  
3.709634e-03, 03 75 E5 54 00 00 00 00 , FF FF FF FF 00 00 00 FF  
3.712068e-03, 03 75 E5 50 00 00 00 00 , 00 00 00 00 EF DA B6 6D  
3.728530e-03, 03 9D 00 04 00 00 00 00 , FF FF FF FF 00 80 00 00  
3.730964e-03, 03 9D 00 00 00 00 00 00 , 00 00 00 00 FA CE 04 03  
3.738177e-03, 03 9D 10 28 00 00 00 00 , 3F BF FF FF 00 7F 7F FF  
3.740611e-03, 03 9D 10 2C 00 00 00 00 , 00 00 00 00 09 7E 7E FF  
3.743046e-03, 03 9D 10 30 00 00 00 00 , 00 00 00 00 12 7E 7E FF  
3.745480e-03, 03 9D 10 34 00 00 00 00 , 00 00 00 00 1A 7E 7F FF  
3.747914e-03, 03 9D 10 3C 00 00 00 00 , 00 00 00 00 28 7F 7F FF  
3.750349e-03, 03 9D 10 38 00 00 00 00 , 00 00 00 00 22 7E 7F FF  
3.756186e-03, 03 9D 10 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 0C 47 FF 31 7E 7F FF 37 7F 7F FF 42 7F 7F FF 48 7E 7F FF 51 7E 7F FF 5A 7E 7F FF 65 7E 7F FF 6D 7E 7F FF 75 7E 7F FF 81 3E 7F FF 89 7E 7F FF 93 7E 7F FF 9D 7E 7F FF A7 7E 7F FF AD 7E 7E FF B4 7E 7E FF  
3.778087e-03, 03 9D 10 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF BA 7E 7E FF C2 7E 7E FF C8 7E 7E FF D2 7E 7F FF DC 7E 7F FF E4 7E 7F FF ED 7E 7E FF F4 7E 7F FF FA 7E 7F FF FE 7E 7F FF BF 18 A8 19 BF 18 A8 32 9F 18 88 4B BF 18 A8 66 B6 1D 0C 00 BF 18 A8 FF  
3.799988e-03, 03 9D 10 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF BF 18 A0 FF BF 18 A8 FF BF 18 A8 19 9F 18 A8 32 3F 18 A8 4B BF 18 A8 66 BF 18 A8 FF BF 18 88 FF BF 18 A8 FF BF 18 A8 FF BF 18 A8 19 BF 18 A8 32 9F 18 88 43 BF 18 A8 66 BF 18 88 FF BF 18 A8 FF  
3.821889e-03, 03 9D 11 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF BF 18 A8 FF BF 18 88 FF BF 18 A8 19 BF 18 88 32 BF 18 A0 4B BF 18 A8 66 BF 18 A8 FF BF 18 A8 FF BF 18 A8 FF BF 18 A8 FF BF 18 A8 19 BF 18 A8 32 9F 18 A0 4B BF 18 A8 66 BF 18 A8 FF BF 18 A8 FF  
3.843790e-03, 03 9D 11 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , FF FF FF FF BF 18 A8 FF BF 18 A8 FF BF 18 A8 19 BF 18 A8 32 BF 18 A8 4B BF 18 A8 66 BF 18 A8 FF BF 18 A8 FF BF 18 A8 FF BF 18 A8 FF 00 80 80 FF 00 80 80 FF 05 7E 80 FF 09 7E 80 FF 0E 7E 80 FF 12 7E 80 FF  
3.865690e-03, 03 9D 11 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 14 7F 80 FF 18 7F 80 FF 1B 7F 80 FF 1F 7E 80 FF 23 7E 80 FF 25 7F 82 FF 2A 7F 80 FF 2F 7E 80 FF 34 7E 80 FF 38 7E 80 FF 3B 7F 80 FF 3F 7E 80 FF 41 7E 80 FF 44 7E 80 FF 46 7E 82 FF 48 7F 80 FF  
3.887590e-03, 03 9D 11 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 , 00 00 00 00 4E 7E 80 FF 51 7E 80 FF 53 7E 80 FF 54 7F 80 FF B6 1D 0C FF B6 1D 0C FF B6 1D 0C FF B6 1D 0C FF B6 1D 0C FF B6 1D 0C FF 10 86 7D FF 1A 86 7F FF 24 86 7F FF 31 86 7E FF 3C 86 7E FF 43 86 7D FF  
